Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,date,Candidate_name,Comment,Election_year,Postal_data,Poll_data,Final_percentage,Candidate_Year,Sentiment_score,Candidate_name_encoded,Candidate_Year_encoded
847,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/30/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
848,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/30/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
849,0.468,0.532,0.0,-0.6454,0.7339968681335449,0.2406796216964721,0.0253235064446926,8/30/2024,Sajith,"no point of hyping, you will not win",2024,31.57,32.0,,Sajith (2024),-0.7086733616888523,8,8
850,0.0,0.417,0.583,0.4215,0.0039940206333994,0.212234690785408,0.7837712168693542,8/30/2024,Sajith,triple gem bless,2024,31.57,32.0,,Sajith (2024),0.7797771962359548,8,8
851,0.0,1.0,0.0,0.0,0.0658157467842102,0.6295958757400513,0.3045884072780609,8/30/2024,Sajith,together lead,2024,31.57,32.0,,Sajith (2024),0.2387726604938507,8,8
852,0.279,0.09,0.631,0.5994,0.2928483188152313,0.5662505030632019,0.1409011781215667,8/30/2024,Sajith,"friend of poor, win",2024,31.57,32.0,,Sajith (2024),-0.1519471406936645,8,8
853,0.521,0.336,0.143,-0.6705,0.8769723773002625,0.116606093943119,0.0064215357415378,8/30/2024,Sajith,hard to escape this country from slavery,2024,31.57,32.0,,Sajith (2024),-0.8705508415587246,8,8
854,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/30/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
855,0.0,1.0,0.0,0.0,0.9056879878044128,0.082670122385025,0.0116419130936265,8/30/2024,Sajith,too much idiots,2024,31.57,32.0,,Sajith (2024),-0.8940460747107863,8,8
856,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/30/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
857,0.0,1.0,0.0,0.0,0.1352484673261642,0.7576480507850647,0.1071034893393516,8/30/2024,Sajith,country for sajith,2024,31.57,32.0,,Sajith (2024),-0.0281449779868125,8,8
858,0.0,1.0,0.0,0.0,0.0292722173035144,0.8985982537269592,0.0721296072006225,8/30/2024,Sajith,sajith and ranil trying to team up,2024,31.57,32.0,,Sajith (2024),0.042857389897108,8,8
859,0.0,0.612,0.388,0.5859,0.5338823795318604,0.4155120253562927,0.0506056025624275,8/30/2024,Sajith,nobody can win even they jump up,2024,31.57,32.0,,Sajith (2024),-0.4832767769694328,8,8
860,0.0,1.0,0.0,0.0,0.4439482688903808,0.5222477912902832,0.0338038615882396,8/30/2024,Sajith,suporter of people,2024,31.57,32.0,,Sajith (2024),-0.4101444073021412,8,8
861,0.0,0.915,0.085,0.0772,0.0037860260345041,0.3751573860645294,0.6210566163063049,8/29/2024,Sajith,"As far as we can see, Sajith has the largest number of people in Meetings",2024,31.57,32.0,,Sajith (2024),0.6172705902718008,8,8
862,0.661,0.339,0.0,-0.5994,0.9256278872489928,0.0644814819097518,0.0098906131461262,8/29/2024,Sajith,you should die,2024,31.57,32.0,,Sajith (2024),-0.9157372741028666,8,8
863,0.434,0.566,0.0,-0.4717,0.7073259949684143,0.2766399085521698,0.0160340704023838,8/29/2024,Sajith,ysajith cant win this time,2024,31.57,32.0,,Sajith (2024),-0.6912919245660305,8,8
864,0.0,0.385,0.615,0.4927,0.0060999081470072,0.0693070217967033,0.9245930314064026,8/29/2024,Sajith,very good sir,2024,31.57,32.0,,Sajith (2024),0.9184931232593954,8,8
865,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/29/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
866,1.0,0.0,0.0,-0.34,0.2732883095741272,0.5388613939285278,0.1878503561019897,8/29/2024,Sajith,crazy,2024,31.57,32.0,,Sajith (2024),-0.0854379534721374,8,8
867,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/29/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
868,0.0,1.0,0.0,0.0,0.1309202760457992,0.7796722054481506,0.0894075408577919,8/29/2024,Sajith,president sajith,2024,31.57,32.0,,Sajith (2024),-0.0415127351880073,8,8
869,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/29/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
870,0.0,0.208,0.792,0.5859,0.0475197695195674,0.4403277933597564,0.5121524333953857,8/29/2024,Sajith,can win,2024,31.57,32.0,,Sajith (2024),0.4646326638758182,8,8
871,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/29/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
872,0.0,1.0,0.0,0.0,0.7135091423988342,0.2716135084629059,0.0148774171248078,8/29/2024,Sajith,remove these elephants,2024,31.57,32.0,,Sajith (2024),-0.6986317252740264,8,8
873,0.0,0.62,0.38,0.5994,0.0062619750387966,0.5251272320747375,0.4686107933521271,8/28/2024,Sajith,Sajith Premadasa: Committed to progress and prosperity for Sri Lanka.,2024,31.57,32.0,,Sajith (2024),0.4623488183133304,8,8
874,0.444,0.123,0.432,-0.0258,0.8913823962211609,0.0906398221850395,0.0179777536541223,8/28/2024,Sajith,peace of shit,2024,31.57,32.0,,Sajith (2024),-0.8734046425670385,8,8
875,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/28/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
876,0.0,0.208,0.792,0.5859,0.1011253520846366,0.807830274105072,0.0910444259643554,8/28/2024,Sajith,win sajith',2024,31.57,32.0,,Sajith (2024),-0.0100809261202812,8,8
877,0.0,1.0,0.0,0.0,0.1255578398704528,0.7489245533943176,0.1255176812410354,8/28/2024,Sajith,sirisena version two,2024,31.57,32.0,,Sajith (2024),-4.015862941741944e-05,8,8
878,0.0,1.0,0.0,0.0,0.4331890940666199,0.503680408000946,0.0631304532289505,8/28/2024,Sajith,"you had so much time to do these, why now",2024,31.57,32.0,,Sajith (2024),-0.3700586408376694,8,8
879,0.455,0.545,0.0,-0.3612,0.4074180126190185,0.5316790342330933,0.0609029419720172,8/28/2024,Sajith,build the fallen country,2024,31.57,32.0,,Sajith (2024),-0.3465150706470012,8,8
880,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/28/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
881,0.0,0.385,0.615,0.4939,0.0045562395825982,0.2134742885828018,0.7819694876670837,8/28/2024,Sajith,blessing of buddha,2024,31.57,32.0,,Sajith (2024),0.7774132480844855,8,8
882,0.0,1.0,0.0,0.0,0.097000353038311,0.622319221496582,0.2806804180145263,8/28/2024,Sajith,you’re the answwer,2024,31.57,32.0,,Sajith (2024),0.1836800649762153,8,8
883,0.0,0.488,0.512,0.2732,0.2915026545524597,0.6504977345466614,0.0579995848238468,8/28/2024,Sajith,supporter of people,2024,31.57,32.0,,Sajith (2024),-0.2335030697286129,8,8
884,0.0,0.0,1.0,0.4215,0.0526100993156433,0.3086701929569244,0.6387197375297546,8/28/2024,Sajith,nice,2024,31.57,32.0,,Sajith (2024),0.5861096382141113,8,8
885,0.0,1.0,0.0,0.0,0.0071543944068253,0.1173410937190055,0.8755044937133789,8/28/2024,Sajith,thumbs up,2024,31.57,32.0,,Sajith (2024),0.8683500993065536,8,8
886,0.0,0.256,0.744,0.4404,0.0216573048382997,0.1946142017841339,0.7837284803390503,8/28/2024,Sajith,good morning,2024,31.57,32.0,,Sajith (2024),0.7620711755007505,8,8
887,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/27/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
888,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/27/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
889,0.0,0.576,0.424,0.91,0.0009931293316185,0.0175825078040361,0.9814243912696838,8/27/2024,Sajith,Good luck to you and the country... Congratulations from all... May all God's help and protection be with you... #SajithPremadasa #SajithForPresident,2024,31.57,32.0,,Sajith (2024),0.9804312619380652,8,8
890,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/27/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
891,0.0,1.0,0.0,0.0,0.1285333037376403,0.7366255521774292,0.1348410695791244,8/27/2024,Sajith,new president,2024,31.57,32.0,,Sajith (2024),0.006307765841484,8,8
892,0.114,0.886,0.0,-0.8757,0.7916848063468933,0.1898945420980453,0.0184206813573837,8/27/2024,Sajith,"Is it accurate to suggest that your mother receives three pensions? This money has been going to her for decades! Do you believe that she should be receiving such a large sum of money from the hard-working taxpayers at a time when the entire nation is starving? additionally, the impoverished also paying for her opulent accommodations! Before attempting to address a nation's poverty, how about ending this financial waste, returning the whole amount collected, and using the proceeds to purchase food for the underprivileged?",2024,31.57,32.0,,Sajith (2024),-0.7732641249895096,8,8
893,0.0,0.641,0.359,0.4215,0.0032633375376462,0.0967574715614318,0.8999791741371155,8/27/2024,Sajith,Masha Allah Allah bless you team.,2024,31.57,32.0,,Sajith (2024),0.8967158365994692,8,8
894,0.0,0.323,0.677,0.6369,0.0081346631050109,0.1137836575508117,0.878081738948822,8/27/2024,Sajith,all the best,2024,31.57,32.0,,Sajith (2024),0.869947075843811,8,8
895,0.0,0.563,0.437,0.4767,0.0366628058254718,0.7933378219604492,0.1699994057416916,8/27/2024,Sajith,Assalamu alaikum all my friends,2024,31.57,32.0,,Sajith (2024),0.1333365999162197,8,8
896,0.0,0.0,1.0,0.5859,0.1967217922210693,0.5024229288101196,0.3008552193641662,8/27/2024,Sajith,winner,2024,31.57,32.0,,Sajith (2024),0.1041334271430969,8,8
897,0.0,0.345,0.655,0.5859,0.0488631837069988,0.7284221649169922,0.2227146327495575,8/27/2024,Sajith,win for sajith,2024,31.57,32.0,,Sajith (2024),0.1738514490425586,8,8
898,0.398,0.602,0.0,-0.5106,0.7999441027641296,0.1940629780292511,0.0059929927811026,8/27/2024,Sajith,hakeem is the leader of thieves,2024,31.57,32.0,,Sajith (2024),-0.793951109983027,8,8
899,0.0,0.145,0.855,0.7096,0.0036478471010923,0.0909697338938713,0.9053823947906494,8/26/2024,Sajith,Good luck sir,2024,31.57,32.0,,Sajith (2024),0.9017345476895572,8,8
900,0.0,0.62,0.38,0.5994,0.0062619750387966,0.5251272320747375,0.4686107933521271,8/26/2024,Sajith,Sajith Premadasa: Committed to progress and prosperity for Sri Lanka.,2024,31.57,32.0,,Sajith (2024),0.4623488183133304,8,8
901,0.0,0.385,0.615,0.4939,0.0045562395825982,0.2134742885828018,0.7819694876670837,8/26/2024,Sajith,blessing of buddha,2024,31.57,32.0,,Sajith (2024),0.7774132480844855,8,8
902,0.0,1.0,0.0,0.0,0.0070828939788043,0.1892151981592178,0.8037018775939941,8/26/2024,Sajith,Let's rise up and build,2024,31.57,32.0,,Sajith (2024),0.7966189836151898,8,8
903,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/26/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
904,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/26/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
905,0.0,1.0,0.0,0.0,0.0691186636686325,0.8508179187774658,0.0800633653998375,8/26/2024,Sajith,wheres rally?,2024,31.57,32.0,,Sajith (2024),0.0109447017312049,8,8
906,0.773,0.227,0.0,-0.5267,0.9428512454032898,0.0503782071173191,0.0067705838009715,8/26/2024,Sajith,stupid talks,2024,31.57,32.0,,Sajith (2024),-0.9360806616023184,8,8
907,0.0,1.0,0.0,0.0,0.0799340233206749,0.7667568922042847,0.153309091925621,8/26/2024,Sajith,everyone need sajith,2024,31.57,32.0,,Sajith (2024),0.0733750686049461,8,8
908,0.0,0.588,0.412,0.6369,0.02183648198843,0.3482165932655334,0.6299468874931335,8/26/2024,Sajith,That’s best movement to reduce paper usage,2024,31.57,32.0,,Sajith (2024),0.6081104055047035,8,8
909,0.0,0.323,0.677,0.2732,0.0161221642047166,0.2110616117715835,0.7728162407875061,8/26/2024,Sajith,well done,2024,31.57,32.0,,Sajith (2024),0.7566940765827894,8,8
910,0.0,0.0,1.0,0.6249,0.0581783689558506,0.3082997798919678,0.6335218548774719,8/26/2024,Sajith,great,2024,31.57,32.0,,Sajith (2024),0.5753434859216213,8,8
911,0.0,1.0,0.0,0.0,0.1128056421875953,0.5890860557556152,0.2981082201004028,8/26/2024,Sajith,leader of heart,2024,31.57,32.0,,Sajith (2024),0.1853025779128074,8,8
912,0.0,1.0,0.0,0.0,0.237285703420639,0.724865198135376,0.0378490537405014,8/26/2024,Sajith,How much you will give fertilizer,2024,31.57,32.0,,Sajith (2024),-0.1994366496801376,8,8
913,0.608,0.392,0.0,-0.4767,0.8277972340583801,0.1635484397411346,0.0086543625220656,8/26/2024,Sajith,poor persons leader,2024,31.57,32.0,,Sajith (2024),-0.8191428715363145,8,8
914,0.0,1.0,0.0,0.0,0.0088329808786511,0.7559879422187805,0.2351790070533752,8/24/2024,Sajith,"SJB and Sajith Premadasa: Together, transforming Sri Lanka’s destiny",2024,31.57,32.0,,Sajith (2024),0.2263460261747241,8,8
915,0.0,1.0,0.0,0.0,0.0208488125354051,0.7268100380897522,0.2523412108421325,8/24/2024,Sajith,"Empower Sri Lanka with Sajith Premadasa in 2024!""",2024,31.57,32.0,,Sajith (2024),0.2314923983067274,8,8
916,0.0,0.753,0.247,0.3182,0.0331139340996742,0.885159969329834,0.0817260667681694,8/24/2024,Sajith,"""Sajith Premadasa: The fresh perspective Sri Lanka needs.""",2024,31.57,32.0,,Sajith (2024),0.0486121326684951,8,8
917,0.0,1.0,0.0,0.0,0.0084759974852204,0.6076178550720215,0.3839061856269836,8/24/2024,Sajith,"""Together with Sajith Premadasa, let’s shape Sri Lanka’s future",2024,31.57,32.0,,Sajith (2024),0.3754301881417632,8,8
918,0.341,0.659,0.0,-0.4767,0.1773802936077118,0.8067329525947571,0.0158866737037897,8/24/2024,Sajith,what did sajith do in pasku attack?,2024,31.57,32.0,,Sajith (2024),-0.161493619903922,8,8
919,0.0,0.0,1.0,0.7096,0.0056702159345149,0.0934583693742752,0.9008713960647584,8/24/2024,Sajith,good luck,2024,31.57,32.0,,Sajith (2024),0.8952011801302433,8,8
920,0.306,0.694,0.0,-0.296,0.4088160097599029,0.5731452107429504,0.0180388204753398,8/24/2024,Sajith,no one to lick sajiths legs?,2024,31.57,32.0,,Sajith (2024),-0.390777189284563,8,8
921,0.0,0.323,0.677,0.6369,0.0059593073092401,0.2996867299079895,0.6943539381027222,8/24/2024,Sajith,love from kandy,2024,31.57,32.0,,Sajith (2024),0.6883946307934821,8,8
922,0.0,1.0,0.0,0.0,0.4640029072761535,0.4877888858318329,0.0482082031667232,8/24/2024,Sajith,going to looose this time,2024,31.57,32.0,,Sajith (2024),-0.4157947041094303,8,8
923,0.0,0.303,0.697,0.3182,0.1307167559862136,0.6826954483985901,0.186587780714035,8/24/2024,Sajith,winn sure,2024,31.57,32.0,,Sajith (2024),0.0558710247278213,8,8
924,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/24/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
925,0.0,1.0,0.0,0.0,0.1309202760457992,0.7796722054481506,0.0894075408577919,8/24/2024,Sajith,president sajith,2024,31.57,32.0,,Sajith (2024),-0.0415127351880073,8,8
926,0.15,0.752,0.097,-0.5267,0.8040550351142883,0.181538239121437,0.0144067304208874,8/22/2024,Sajith,"ou had the chance, and you wanted us to die in the Queues. This is called dirty politics. Btw. Where is my flood lit test cricket ground. My kids are planning to play jil bola in the night.",2024,31.57,32.0,,Sajith (2024),-0.7896483046934009,8,8
927,0.028,0.904,0.068,0.4696,0.5097349286079407,0.4758254587650299,0.0144396033138036,8/22/2024,Sajith,"Hey bus man… Before talking about rule of law, can u reveal how much u spent on handing stuff to schools? Are those your money? If not who gave you? Did the donors pay taxes on them? Will u continue use schools for political activities? Can you release your asset declarations?",2024,31.57,32.0,,Sajith (2024),-0.495295325294137,8,8
928,0.257,0.556,0.186,-0.4654,0.4185952842235565,0.4603631198406219,0.1210415810346603,8/22/2024,Sajith,"You wanted people to suffer and die in 2022, so you can secure the next election. Any patriot would appreciate",2024,31.57,32.0,,Sajith (2024),-0.2975537031888962,8,8
929,0.351,0.54,0.108,-0.7144,0.9083361625671388,0.0840159952640533,0.0076478268019855,8/22/2024,Sajith,did a Very Big Mistake by NOT getting a Court Order to Restore our Bankrupt Economy!!!,2024,31.57,32.0,,Sajith (2024),-0.9006883357651532,8,8
930,0.0,0.345,0.655,0.5859,0.010586773045361,0.1801271885633468,0.8092859983444214,8/22/2024,Sajith,Let’s win this,2024,31.57,32.0,,Sajith (2024),0.7986992252990603,8,8
931,0.128,0.79,0.083,-0.5255,0.9444401264190674,0.0514072403311729,0.0041526244021952,8/22/2024,Sajith,"We must act now before this lawlessness undermines our economy, our security, and our future."" you say. You've been living under a rock of privelage. Don't you remember the lawlessness that created the economic crisis? In our hour of need, you ran away! I don't vote for cowards.",2024,31.57,32.0,,Sajith (2024),-0.9402875020168722,8,8
932,0.0,0.841,0.159,0.5256,0.4410209953784942,0.4727203547954559,0.0862586796283721,8/22/2024,Sajith,"Your dad had a more effective approach. He beat up the judges, and in some extreme cases, they even vanished.",2024,31.57,32.0,,Sajith (2024),-0.354762315750122,8,8
933,0.12,0.813,0.067,-0.3612,0.6032702922821045,0.3096062839031219,0.0871234685182571,8/22/2024,Sajith,If you are lucky enough you will always be the leader of opposition . You are not a leader but an egomaniac and an “I”specialist. Screaming Puthano.,2024,31.57,32.0,,Sajith (2024),-0.5161468237638474,8,8
934,0.0,0.878,0.122,0.431,0.2180166691541671,0.6470619440078735,0.1349214166402816,8/22/2024,Sajith,"Good point, on the matter of LG election, I wonder if it was the priority at the time. Yes we need to stick to election timelines. But it was a bit of a chicken and egg situation. Touch and go situation.",2024,31.57,32.0,,Sajith (2024),-0.0830952525138855,8,8
935,0.0,0.566,0.434,0.9712,0.001491007162258,0.0313354693353176,0.9671734571456908,8/22/2024,Sajith,"Well said Sajith Premadasa! We have faith in you & we believe wholeheartedly that you have the strength, courage & determination to drive the country towards economic prosperity, & ensure equality & justice to all. The people are with you! May you succeed",2024,31.57,32.0,,Sajith (2024),0.9656824499834328,8,8
936,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/19/2024,Sajith,congratulations,2024,31.57,32.0,,Sajith (2024),0.9256650498136878,8,8
937,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/19/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
938,0.0,0.37,0.63,0.5267,0.1053610295057296,0.6926829218864441,0.2019560486078262,8/19/2024,Sajith,should serve justice,2024,31.57,32.0,,Sajith (2024),0.0965950191020965,8,8
939,0.0,0.488,0.512,0.2732,0.2531140744686126,0.6947542428970337,0.0521316900849342,8/19/2024,Sajith,supporter of pooor,2024,31.57,32.0,,Sajith (2024),-0.2009823843836784,8,8
940,0.0,0.566,0.434,0.3182,0.0188168361783027,0.6207883358001709,0.3603948056697845,8/19/2024,Sajith,sure as moon sun,2024,31.57,32.0,,Sajith (2024),0.3415779694914818,8,8
941,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/19/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
942,0.0,0.303,0.697,0.3182,0.1806125491857528,0.587864100933075,0.2315233051776886,8/19/2024,Sajith,sure president,2024,31.57,32.0,,Sajith (2024),0.0509107559919357,8,8
943,0.0,1.0,0.0,0.0,0.0319203659892082,0.4054137170314789,0.5626659393310547,8/19/2024,Sajith,long live,2024,31.57,32.0,,Sajith (2024),0.5307455733418465,8,8
944,0.0,1.0,0.0,0.0,0.067110501229763,0.7422314882278442,0.1906580179929733,8/19/2024,Sajith,future president,2024,31.57,32.0,,Sajith (2024),0.1235475167632103,8,8
945,0.5,0.161,0.339,-0.25,0.7582129240036011,0.2256073355674743,0.0161797329783439,8/19/2024,Sajith,supporter of poor,2024,31.57,32.0,,Sajith (2024),-0.7420331910252571,8,8
946,0.0,0.488,0.512,0.2732,0.5756909847259521,0.33022141456604,0.0940875932574272,8/19/2024,Sajith,oh my god,2024,31.57,32.0,,Sajith (2024),-0.4816033914685249,8,8
947,0.0,0.566,0.434,0.3182,0.082332968711853,0.7167672514915466,0.2008998394012451,8/19/2024,Sajith,only solution for today,2024,31.57,32.0,,Sajith (2024),0.118566870689392,8,8
948,0.0,0.0,1.0,0.7003,0.0055675557814538,0.2029450386762619,0.791487455368042,8/19/2024,Sajith,best wishes,2024,31.57,32.0,,Sajith (2024),0.7859198995865881,8,8
949,0.0,0.0,1.0,0.4767,0.1829012483358383,0.5683827996253967,0.2487159520387649,8/19/2024,Sajith,respect,2024,31.57,32.0,,Sajith (2024),0.0658147037029266,8,8
950,0.0,0.312,0.688,0.296,0.893976628780365,0.0893174037337303,0.0167059898376464,8/19/2024,Sajith,what a joke,2024,31.57,32.0,,Sajith (2024),-0.8772706389427185,8,8
951,0.0,0.216,0.784,0.938,0.0010578040964901,0.0146228661760687,0.9843193888664246,8/19/2024,Sajith,good Luck n all the best! n blessings to you!!,2024,31.57,32.0,,Sajith (2024),0.9832615847699344,8,8
952,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/19/2024,Sajith,win,2024,31.57,32.0,,Sajith (2024),0.2575214877724647,8,8
953,0.359,0.641,0.0,-0.4215,0.4918003976345062,0.4879280924797058,0.0202714949846267,8/16/2024,Sajith,But no votes in the election,2024,31.57,32.0,,Sajith (2024),-0.4715289026498794,8,8
954,0.437,0.563,0.0,-0.4767,0.445693701505661,0.5157432556152344,0.0385631062090396,8/16/2024,Sajith,Fake not much of crowd,2024,31.57,32.0,,Sajith (2024),-0.4071305952966213,8,8
955,0.0,1.0,0.0,0.0,0.2616585493087768,0.5148532390594482,0.2234881967306137,8/16/2024,Sajith,Edited,2024,31.57,32.0,,Sajith (2024),-0.0381703525781631,8,8
956,0.09,0.766,0.144,0.0516,0.6015117168426514,0.3812875151634216,0.0172007754445076,8/16/2024,Sajith,do they not know the elections are on i guess they still want to use the propaganda they had prepared regardless.,2024,31.57,32.0,,Sajith (2024),-0.5843109413981438,8,8
957,0.0,0.722,0.278,0.6597,0.0410372987389564,0.5569301843643188,0.4020324945449829,8/14/2024,Sajith,Yes We must step out of our boxes Let’s focus on common human and national values.,2024,31.57,32.0,,Sajith (2024),0.3609951958060264,8,8
958,0.0,1.0,0.0,0.0,0.0835035964846611,0.884847104549408,0.0316493101418018,8/14/2024,Sajith,"You were with SP during the last PE, then contested from SJB in the last general election. What do you mean by alliance when you stayed with them",2024,31.57,32.0,,Sajith (2024),-0.0518542863428592,8,8
959,0.0,1.0,0.0,0.0,0.5405709147453308,0.4433265030384063,0.0161025915294885,8/14/2024,Sajith,Why did you split up in the 1st place?,2024,31.57,32.0,,Sajith (2024),-0.5244683232158422,8,8
960,0.288,0.5,0.212,-0.4962,0.9026936888694764,0.0880513340234756,0.0092549566179513,8/14/2024,Sajith,"Shame. Had so much faith in you, thought you will have some intergrity. Now again doing a 180 and supporting your witch hunt master. Hope you lose colombo bad!",2024,31.57,32.0,,Sajith (2024),-0.8934387322515249,8,8
961,0.0,0.81,0.19,0.5093,0.0911028608679771,0.4333837032318115,0.4755135178565979,8/14/2024,Sajith,You asked your assistant 'who is ahead in the polls?' and switched position. Clever guy!,2024,31.57,32.0,,Sajith (2024),0.3844106569886207,8,8
962,0.0,0.0,1.0,0.4404,0.0607935041189193,0.3294280469417572,0.6097784638404846,8/14/2024,Sajith,Good,2024,31.57,32.0,,Sajith (2024),0.5489849597215652,8,8
963,0.0,1.0,0.0,0.0,0.0264003407210111,0.4563513994216919,0.517248272895813,8/14/2024,Sajith,The right decision,2024,31.57,32.0,,Sajith (2024),0.4908479321748018,8,8
964,0.272,0.605,0.122,-0.754,0.9239239692687988,0.0713695809245109,0.0047063799574971,8/14/2024,Sajith,Don't you feel ashamed of posting these? He criticise others for not having a spine. He should checkout for his spine first. Wish for a bad loss for this coward in the upcoming elections.,2024,31.57,32.0,,Sajith (2024),-0.9192175893113016,8,8
